"id","liking","sweetness","sour","intensity","Soluble solids","TA","firmness","citric","fructose","glucose","sucrose","Isovaleraldehyde","1-Penten-3-ol","2-Pentanone","Valeraldehyde","Ethyl propionate","Methyl butyrate","3-Methylbutanol","2-Pentenal","1-Pentanol","2-Penten-1-ol","Methyl isovalerate","Hexanal","2-Hexen-1-al","2-Hexen-1-ol","1-Hexanol","Isoamyl acetate","2-Heptanone","Heptanal","Prenyl acetate","Methyl hexanoate","Alpha pinene","6-Methyl-2-heptanone","Hexanoic acid","6-Methyl-5-hepten-2-one","2-Octanone","Ethyl hexanoate","3-Hexenyl-acetate","Hexyl acetate","2-Hexenyl-acetate","2-Ethyl-1-hexanol","Limonene","Eucalyptol","Phenylacetaldehyde","2-Nonanone","Linalool","Nonanal","Hexyl butyrate","2-Hexenyl-butyrate","Dodecane","Methyl salicylate","Neral","Geranial","2-Undecanone","Tridecane","Nerylacetone","(E)-geranyl-acetone","Caryophyllene","Myrtenal"
"Endura",-1.55406171679783,-1.2144681500844,1.53999725849879,-0.202637134586578,-1.25138810816157,2.24090313064636,0,0,-1.77725933653451,-1.66753993525417,-0.430406007757579,-0.165369458231978,0.331760351526119,0.702795149226631,-0.523236291381171,-0.339057117276656,0.522083601530514,-0.393278477481692,-0.134016306685675,-0.675030067165234,0.189643061635474,-0.322456478082757,-0.641873078825541,1.26270613932866,-0.509180640039356,-0.077989111814082,-0.657838627157882,-0.710064322084612,-0.380543909025085,1.1808716158481,0.298648174872814,-0.277010613149691,1.98882387015588,-0.310617941300542,-0.371613459258165,-0.516944884226125,0.826969322482653,-0.543520365039954,0.825135027161778,0.264279799193033,-0.188622981556684,-0.406359005916114,-0.121402770201748,0.29902791136132,1.9903725698903,-0.3226259173886,-0.679844576720474,2.33622709778091,0.331541879097931,0.064347850703491,-0.123417473365717,-0.341440941791678,0.025343986557727,1.07121036936506,2.53296334437685,-0.382768219283268,0.474935786034708,1.3661664855629,-0.139906443460571
"Endura",-1.17489904580261,-0.987579890786576,1.14269471661091,0.382807861631226,-0.334455079959098,1.01161836486983,0,0,-0.20946737951478,-0.313587573706607,-0.753908963972594,0.301868001546972,0.668486081666899,-0.08927992657712,-0.507255611058602,-0.339057117276656,0.921295130121694,0.175918704860966,0.145004102559366,-0.729654836716123,0.858678258046637,-0.261526311342506,-0.702681212001583,1.23415772130346,0.555718154936689,0.77346456704598,-0.657838627157882,-0.178731902655775,-0.262485785945466,0.665940307587093,0.786255157787832,0.750201994882597,0.462443518144224,-0.399675296293295,-0.101337936499008,1.19625785602752,-0.015270316602863,-0.543520365039954,1.35320077155312,1.0030169341928,-0.188622981556684,0.996198494489375,2.40310530928974,0.983557589245842,3.80438918431974,0.204136190966135,0.34986390954303,0.608432191238347,2.26020641310245,-0.219247602971663,-0.036383185789893,0.745154520604588,0.720651844636981,1.71924837793963,1.86166386281137,1.10842283576438,0.423385816376136,1.64099166623566,-0.139906443460571
"Endura",-0.669617864883757,-0.781380766728619,0.724523724537324,-0.098415083175139,-0.193388460235641,1.10569628061803,0,0,-0.057024909259717,-0.500296986120929,-0.500732737369539,-0.093486772112139,-0.41101699437266,0.152370096549448,-0.780258899902494,-0.190335217820774,0.921295130121694,-0.359796290285065,-0.267460850237651,-0.866216760593344,-0.309092266598302,-0.199215849562833,-0.908741468512048,0.313961022596323,-0.688870908157516,-0.766793897844179,-0.657838627157882,-0.544760902706752,0.445862952532252,0.494296538166758,-0.188958808042204,1.36652955970197,3.47656168161027,-0.269057842303924,-0.120107070023949,2.05285922615434,0.064447838536919,-0.543520365039954,0.127615349868736,0.021151121851337,-0.188622981556684,1.22646912888431,0.192311012243853,0.379560814641852,1.72273077431874,0.214206643037623,0.943926497771974,1.73814424551617,0.174899074305686,0.502631733656001,0.101421102871827,-0.341440941791678,-0.030034515413187,0.56063496866995,1.19036438124589,1.10842283576438,0.610254456388458,0.346259703955098,-0.139906443460571
"Endura",0.810561411165338,0.83972521363008,0.876905517071832,1.42472329674688,0.441411328519915,0.93297887632133,0,0,0.493607806575378,0.377608198078859,-0.676549561399438,-0.141408562858698,0.510026914541826,-0.726967487605563,-0.418030145924257,-0.082173836398314,0.162793225798452,-0.309573009490124,0.363367901098963,-0.975466299695122,0.457257140199939,-0.273554596686051,-0.491676989880717,1.69288391705368,-0.887101115501755,-0.569860603899593,-0.657838627157882,0.134163855452318,-0.055884070556132,1.29530079546166,-0.622387237299998,0.133874430063224,0.346515896472452,-0.337335147798368,-0.292783098453411,-0.409869712960272,0.088709885753374,-0.543520365039954,0.369973881809539,-0.089191893249894,-0.188622981556684,0.793839452142315,0.541539562513484,-0.063370153401074,1.63351684246156,0.123572574394235,-0.18479241986302,1.73814424551617,-0.138386535278805,0.244817684860407,-0.130670330663702,0.602650197667373,0.129947823613898,0.796285153606156,0.519064899680411,1.2149364825535,0.355726481199261,1.298986996954,-0.139906443460571
"Endura",-2.01881419453904,-1.3515770870189,0.567560814151695,-1.213010811812,-0.828188248991196,0.627105037427169,0,0,-0.792954076008293,-0.855168518325631,-0.767974309894986,-0.009623638305661,0.543039241026216,-0.308554947562339,-0.216939918531927,-0.014572973009276,1.40034896443111,0.142436517664339,0.114675797206644,1.98792744844059,0.639721284675711,-0.320878998037702,-0.561222987410969,0.998612309137712,0.317524078594012,0.47818006182309,-0.657838627157882,0.399830065166737,-0.262485785945466,0.665940307587093,0.677898050473383,0.133874430063224,1.66036227541919,-0.340303726298127,-0.221460391058633,-0.088644199162714,-0.136580552685138,-0.543520365039954,0.965033041534111,0.609335498958747,-0.188622981556684,1.08342221963897,1.83782858809059,-0.023103701760808,3.15015368403371,0.133643026465722,-0.145188247314424,3.53239280231037,1.34972011024752,0.683101567812918,-0.130670330663702,0.994537085744715,0.474525169210696,1.32649806971262,0.519064899680411,1.85401836328821,0.645695060528726,1.34784480685138,-0.139906443460571
"Endura",-0.713653099954645,-0.190465616959275,1.67415382214149,1.25379955389074,-0.122855150373912,1.45113108921144,0,0,-0.870489470362162,-0.810655016028177,-0.191295127076915,-0.404978411964772,-0.222846733411635,-0.720254986963159,-0.54853903522524,-0.339057117276656,0.40232014295316,-0.209126447900244,-0.188607256320574,0.390152939077095,0.031507469756472,-0.295047762299926,-0.775333711987567,0.584214297851189,-0.673921242876804,-0.622614716052392,-0.624385191600335,-0.609701531748054,-0.292000316715371,0.437081948359979,0.081933960243917,0.133874430063224,0.385158437029709,-0.369989511295711,-0.180168297303762,1.41040819855922,0.463038614235825,-0.543520365039954,0.310862044750806,0.112791931003207,-0.188622981556684,2.33246596378117,0.334370083539974,0.017162749879458,1.86150800165214,0.135966976943758,0.34986390954303,2.13686614702599,0.194479424904716,0.373724709258204,-0.094406044173776,0.121698107754271,-0.030034515413187,0.639185030315352,1.86166386281137,-0.382768219283268,0.565148232937208,0.767658314319998,-0.139906443460571
"Endura",-0.680855760254545,-0.872482507408766,-0.047486025688563,-1.23385936364614,-0.052321840512184,0.150926048486258,0,0,-0.821865578987702,-0.810655016028177,-0.303817894456051,-0.476861098084611,-0.427523157614855,-0.762767491031721,-0.596481076192947,-0.271456253887619,1.20074320013552,-0.443501758276632,-0.206804239532207,-0.197063333594958,-0.479392134775689,-0.113440372112966,-0.221239427159964,0.965787345715409,-1.16072707569872,-0.588676622019738,-0.657838627157882,-0.975730531799031,-0.262485785945466,0.837584077007428,-0.459851576328325,-0.277010613149691,-0.059230779378746,-0.233434900306823,-0.412905553013036,0.125506143368991,-0.03606635707411,-0.543520365039954,-0.000460297091851,-0.474457335806735,-0.188622981556684,0.38563241844221,-0.224987509688504,-0.30496886324267,1.04866995584223,-0.112695724206051,-0.065979902217231,1.0736077429998,-0.236288288273958,-0.116121983453426,0.304501107215415,0.282015471058639,0.025343986557727,0.285709752911043,0.742831393535571,1.00190918897526,0.181745333601582,0.468404228698547,-0.139906443460571
"Endura",-0.295480624173593,-0.009772808436038,0.143581016717901,0.101556709749749,-0.68712162926774,-0.510031616001125,0,0,-0.745644343860171,-1.59087779240855,-0.676549561399438,-0.404978411964772,-0.414318227021098,-0.832129997669903,-0.56185626882738,-0.136254527109544,0.681768212966986,0.058731049672772,-0.121884984544586,-0.593092912838901,-0.442899305880534,-0.038510069972852,-0.208998485568439,0.828915023781495,-0.922062143756648,-0.276192198392543,-0.657838627157882,-0.591990451100426,-0.055884070556132,-0.592780668162032,1.05714792607395,-0.071568091543233,1.66036227541919,-0.35217804029716,-0.150137683663856,1.30333302729337,0.099107905988998,-0.543520365039954,0.023184437731642,-0.625945203996561,-0.188622981556684,2.06381689032042,0.902606368724459,-0.143903056681606,2.29766500184283,0.018994802882633,0.607291031108906,2.33622709778091,-0.079645483481713,-0.193466198092104,-0.036383185789893,0.549211076565917,0.246857994441383,0.442809876201847,0.295298405825252,0.68236824860791,0.268735907400422,-0.056817227698285,-0.139906443460571
"Farthing",-0.216590263281086,-0.698424643548516,0.491926230516218,-0.001101008651342,-0.334455079959098,2.61287273598926,0,0,-1.14252043021387,-0.89102661739858,1.29259886773544,0.577418298339685,0.143590090565095,-0.863455000667791,-0.477957697133892,-0.339057117276656,-0.396102914229199,-0.058456605515422,0.0540191865012,-0.197063333594958,0.226135890530628,-0.362287849220396,-0.961538791100116,-0.158456216885077,0.138775521674637,-0.841249920466839,-0.657838627157882,0.889836629751109,-0.173942193635751,3.18338225908534,-0.622387237299998,-0.277010613149691,0.713620031766394,-0.346240883297643,-0.274013964928469,2.69531025374945,-0.465851193479887,-0.543520365039954,0.350269936123295,0.467198733743602,-0.188622981556684,-0.612206997269158,0.230785344053219,0.943291137605576,-0.358927635682257,-0.537204011527221,-0.264000764960213,2.66849534903909,0.449023982692114,-0.012996363935188,-0.036383185789893,0.38889371326155,-0.128485185583701,-0.696166017656484,0.96659788739073,0.043286367873203,-0.336976236087793,-0.5637170053836,-0.139906443460571
"Farthing",0.30262360666216,-0.062001799818748,-1.07464481207826,-1.373255584016,-0.68712162926774,-0.881036319644043,0,0,-2.32263541546426,-1.98778985456085,-0.177229781154523,1.9072479915567,-1.21651776059178,-0.88583000280914,-0.624447266757444,-0.339057117276656,-0.236418302792727,-0.24260863509687,-0.958946212279709,-0.8389043758179,-1.34305575196101,0.095575733856825,-0.785565341352405,-1.09486719733844,-0.144679549159643,-0.90473955216058,-0.657838627157882,-0.89898251565931,-0.793747339803754,1.23808620565488,-0.13478025438498,-0.277010613149691,1.52511338346879,-0.331397990798851,-0.424167033128001,0.125506143368991,-0.33067693041678,-0.543520365039954,-0.199470148522916,-0.109764319794192,-0.188622981556684,-0.675008079376866,-0.609730827782165,1.22515629908744,-0.666220067634785,-0.331921719300743,-0.264000764960213,0.741339491741621,-0.14817671057832,0.244817684860407,-0.145176045259673,-0.341440941791678,-0.270008023953814,-0.892541171769989,1.41413087510105,-0.382768219283268,-0.517401129892794,-0.930150579613948,-0.139906443460571
"Farthing",0.162129301165582,0.16644436484828,-0.751490861320968,-0.034936505028739,-0.263921770097369,-0.5008650498513,0,0,0.253116668155754,0.325675778731829,-0.76094163693379,-0.392997964278133,-0.335088643458562,3.96730796164943,-0.479289420494106,-0.339057117276656,-0.276339455651845,0.24288307925422,-0.267460850237651,-0.497499566124846,-0.491556411074073,-0.282230736933854,-0.502860398721355,-0.305543460088356,0.301632702114515,-0.239829954786128,-0.657838627157882,-0.025235870376333,-0.793747339803754,1.00922784642776,-0.351494469013877,-0.277010613149691,-0.233122211886403,-0.387800982294261,-0.480474433702826,-0.516944884226125,-0.49357924744155,-0.543520365039954,-0.386657632542236,-0.331385460294122,-0.188622981556684,-0.57731750720932,0.230785344053219,-0.425768218163469,-0.626569431253814,-0.207977693805511,-0.50162580025179,1.33942234400635,0.331541879097931,-0.322373222489901,-0.232210332835496,0.353267632527246,-0.153097853126329,-0.794353594713236,0.519064899680411,-0.382768219283268,-0.427188682990293,-0.423250801928633,-0.139906443460571
"Farthing",-1.44160412644941,-1.14067866631846,1.92695365035129,0.229841319034967,0.159278089073001,2.1762547167476,0,0,-0.062281546165065,-0.379121340977859,0.504939496081487,0.864949042819039,-0.364799737294513,-0.321979948847148,-0.551202481945668,-0.041613318364891,-0.436024067088317,0.24288307925422,-0.188607256320574,-0.797935798654734,-0.515884963670843,-0.222878050238658,-0.987382247699934,-0.448133088702885,0.072973451659537,-0.832707679111681,-0.657838627157882,0.411637452265155,0.180232175603108,2.43959259159722,-0.622387237299998,0.750201994882597,1.69900481597645,-0.215623429308273,-0.439182339947954,0.339656485900696,-0.368803004614067,-0.543520365039954,0.149289690123605,0.669182557996703,-0.188622981556684,-0.364491617844308,0.532660870557476,0.137962104800256,-0.309364340206042,-0.148329631535931,0.765707721303291,1.47232964450963,0.076997321310532,0.141692065342169,0.007133957998018,1.17266748941623,-0.190016854440272,-0.813991110124587,0.96659788739073,-0.382768219283268,-0.385304332642704,-0.661432625178359,-0.139906443460571
"Farthing",-0.772162364724538,-0.330086901222913,-1.02296077527698,-1.35230696251783,-0.404988389820826,-0.962088062442496,0,0,-0.941454068584346,-0.670932078261169,0.441645439430723,1.64367814245062,-1.35847076447466,-0.88583000280914,-0.68171137124665,-0.339057117276656,-0.356181761370081,-0.326314103088438,-1.10452207797277,-0.797935798654734,-1.34305575196101,0.257267438474965,-1.0613831019433,-1.34823536019655,-0.6506727476568,-1.22588165283692,-0.657838627157882,0.051512145763388,-0.911805462883374,0.665940307587093,-0.622387237299998,-0.277010613149691,0.327194626193824,-0.393738139293778,-0.18392212400875,-0.302794541694419,-0.417327099046977,-0.543520365039954,-0.424095129346099,-0.461365791642183,-0.188622981556684,-0.535450119137514,-0.559418240031455,0.419827266282118,-0.636482090349057,-0.193259340777952,-0.521427886526089,0.3426175902318,-0.569154248457479,0.476850328776442,-0.232210332835496,-0.056432295917248,-0.374611861009985,-0.833628625535937,0.071531911970092,0.149800014662321,-0.208101311941364,-1.00954452069719,-0.139906443460571
"Farthing",0.627378423033985,0.888787783700355,-0.972776543621089,0.083551816794191,-0.122855150373912,-0.355647344004072,0,0,-0.058339068486054,-0.134297078341862,-0.753908963972594,-0.381017516591493,-0.14031591720066,0.474570127384872,-0.077108965709446,-0.325536944598849,-0.276339455651845,0.041989956074458,0.278448646111342,0.950056826973704,-0.309092266598302,-0.292484357226711,0.048709026663504,0.369495128154026,-0.193589674546538,-0.509718607331522,-0.657838627157882,0.807184920062179,0.504892014072062,1.40972997507521,-0.243137361699428,-0.277010613149691,0.887511464274051,-0.349209461797402,-0.394136419488095,4.51558816526895,-0.358404984378443,-0.543520365039954,-0.276315536699269,-0.259381967389081,-0.070914522477833,-0.559872762179401,0.482348282806767,-0.425768218163469,-0.378752953872742,-0.362133075515206,0.191447219348645,0.276163939980163,0.018256269513441,1.25029247516323,-0.050888900385864,0.798593641706044,0.086875655414298,-0.813991110124587,1.86166386281137,-0.063227278915915,-0.533510495411097,-0.5637170053836,-0.139906443460571
"Farthing",-1.06763658018785,-0.799190937005959,1.9576314718716,0.615076049405397,-0.052321840512184,1.67402338190718,0,0,-0.380308078938556,-0.375411882453071,0.659658301227799,0.577418298339685,-0.368100969942952,-0.825417497027498,-0.524568014741385,-0.339057117276656,-0.515866372806553,-0.393278477481692,-0.091556679191865,-1.03009106924601,-0.394242200686995,-0.349273638848692,-0.652699570362753,-0.183498020146169,-0.704997712436709,-1.17139600527429,-0.633508855843302,0.039704758664969,0.032659521753583,1.81023210372266,-0.622387237299998,-0.277010613149691,-0.020588238821489,-0.331397990798851,-0.484228260407814,0.767957170964107,-0.302948876455117,-0.543520365039954,-0.351190530306996,-0.331385460294122,-0.188622981556684,-0.416825852934065,0.304774443686615,-0.224435959962138,-0.517530181206142,-0.132836628349027,-0.125386161040126,0.807793141993258,-0.363560567167657,-0.090340578573866,0.021639672593989,0.175137228855727,-0.177710520668958,-0.794353594713236,-0.152234581885068,-0.382768219283268,-0.462629287130561,-0.435465254402978,-0.139906443460571
